,inputs,references,predictions,score
121,us lawyer ed fagan said wednesday he will bring a multi-million dollar lawsuit in the united states against the polish government unless it takes concrete steps to repay a huge debt to holders of bonds issued before world war ii .,us star lawyer ed fagan to sue poland for unpaid bonds, the hallmark of the euro is its massive international lending activity.,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
122,around ### clandestine immigrants wednesday staged a peaceful breakout from a detention center in malta and demonstrated on a road shouting `` we want freedom .,mass breakout of immigrants from malta center," it is not a milestone summer meal time in the country,","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
123,"like a conquering army , south korea are marching towards the knock-out stages of the #### world cup on their stomachs .",team korea marching on their stomachs, 11-2 south korea +2:38 (@),"{'rouge1': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.16666666666666666, fmeasure=0.16666666666666666)}"
124,hong kong flag carrier cathay pacific said thursday it has ordered six boeing UNK freighter aircraft in a billion dollar deal for delivery between may #### and april #### .,cathay orders six boeing ###-### freighter planes UNK UNK details UNK," military aircraft ordered by the thailand government, and assigned to","{'rouge1': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1, recall=0.1, fmeasure=0.10000000000000002)}"
125,eight chinese scientists have asked a leading us medical journal to withdraw a letter published thursday alleging that china knew about a human case of bird flu two years before the first case was officially announced .,chinese scientists ask us journal to withdraw letter on human bird flu case, on demand canadian aircraft and heliports have been identified,"{'rouge1': Score(precision=0.07692307692307693, recall=0.1111111111111111, fmeasure=0.09090909090909093), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.1111111111111111, fmeasure=0.09090909090909093)}"
126,two-time champions argentina suffered a blow on thursday when defender nicolas burdisso was ruled out of the world cup second round clash against mexico here on saturday because of a ankle injury .,argentina defender burdisso out of mexico clash, argentina misses the hexagon semifinals after loss to stat,"{'rouge1': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.1111111111111111, fmeasure=0.125)}"
127,"fbi agents have arrested at least seven people in miami who reportedly plotted to attack the chicago sears tower skyscraper , according to official statements and news reports .",fbi arrests seven in UNK plot on chicago sears tower UNK correction please read xxx seas of david xxx sted of cs of david in UNK ##, a mystery government agency--bureaucracy perpetrators opposed to,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
128,"prime minister tony blair called friday for britain 's criminal justice system to be UNK `` in favor of the decent law-abiding majority '' , as he delivered the first in a series of speeches on the future of the nation .",blair calls for overhaul of criminal justice system by phil UNK, yesterday's prime minister's speech at the 2nd EU summit,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
129,world cup hopefuls spain secured their objective of finishing top of group h with a stuttering #-# win over whipping boys saudi arabia here on friday .,fans feel the pain as spain beat saudis by justin davis UNK picture, after a stroll down the french road shaped by the core group,"{'rouge1': Score(precision=0.15384615384615385, recall=0.16666666666666666, fmeasure=0.16), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15384615384615385, recall=0.16666666666666666, fmeasure=0.16)}"
130,the white house said friday that a new videotape of al-qaeda number two ayman al-zawahiri is the terrorist network 's latest shot in its effort to win a `` propaganda war .,zawahiri video is part of propaganda war : us, each of the three key nazi leaders agree that the sc,"{'rouge1': Score(precision=0.125, recall=0.09090909090909091, fmeasure=0.10526315789473685), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.09090909090909091, fmeasure=0.10526315789473685)}"
131,"teenager michaela krajicek claimed her first grasscourt title with a #-# , #-# victory over third seed dinara safina at home in the ###,###-dollar UNK open on saturday .",krajicek defeats safina in dutch final UNK picture, michaela krajicek recaptured her second,"{'rouge1': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.2, fmeasure=0.15384615384615385)}"
132,directors of the european steel giant arcelor were to meet sunday in luxembourg to decide between two suitors : the partnership offered by russia 's severstal and the hostile bid from mittal steel .,arcelor board in crucial meeting sunday, srzovsky is the france paper of frenchs's,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
133,"a japanese man hanged himself in taiwan sunday after the asian champions failed to secure a single victory in the world cup , a report said .",UNK fan hangs himself for nation 's dismal world cup performance : report,"
1. the japanese man, as stated by","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
134,france beat south africa ##-## here on sunday to become the world under-## rugby champions for the first time .,france crowned world under-## rugby champions UNK UNK UNK, this is for davis again this year to beat the kings,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
135,"france said on monday it was seeking the release of an UNK solider who was reportedly captured by an armed palestinian group at the weekend , and had made contact with all parties involved .",france seeking release of UNK soldier UNK UNK details of french efforts UNK, france asked for the handover of the ninth man in,"{'rouge1': Score(precision=0.15384615384615385, recall=0.2, fmeasure=0.17391304347826086), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15384615384615385, recall=0.2, fmeasure=0.17391304347826086)}"
136,"china has executed five people who had been sentenced to death for drugs trafficking , state media reported on monday .",china says five executed for drugs,Guo Zishun was arrested earlier this month after the,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
137,"italian voters rejected by a wide margin a referendum on constitutional change backed by former prime minister silvio berlusconi , provisional results showed , dealing a further blow to the media mogul more than two months after he lost power .",italian voters reject constitutional referendum : provisional result by UNK UNK UNK picture UNK UNK with provisional results turnout reax, if the economy shrank 1. 7 percent in the fourth,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
138,vietnam chose a new president and was set to get a new premier tuesday in a sweeping leadership change for the communist country heading fast into an era of closer integration with the world economy .,vietnam UNK economic reformer as president set to get new pm by frank UNK UNK picture UNK UNK with president 's UNK UNK UNK, six key problems facing Vietnam are as follows: — the country,"{'rouge1': Score(precision=0.08333333333333333, recall=0.2, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.08333333333333333, recall=0.2, fmeasure=0.11764705882352941)}"
139,wigan moved to consolidate their premiership status tuesday by tying down one of the brightest stars of last season 's maiden top flight campaign .,wigan tie up baines for three years, After starting the promotion fight from the bottom of the table and,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
140,"hurricane katrina fraudsters who billed the us government for fictitious services and filed claims for phantom hotel guests and even dom perignon champagne have cost taxpayers up to two billion dollars , the new york times reported tuesday .",hurricane katrina fraud swells to two billion dollars : report, groups like the computer security firm Symantec went after a,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
141,"a controversial civilian nuclear energy deal between india and the united states cleared its first major hurdle tuesday , easily winning approval by a us congress committee .",us congress committee backs nuclear deal with india UNK UNK UNK UNK detail, unfurling or reflowing: the opposition attacks ad,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
142,"chinese government departments lost #.# billion dollars last year through corruption , poor tax methods and bad land management , the national audit office said in a report published wednesday .",china audit finds widespread corruption tax losses in government UNK UNK report details budget UNK, there is scandal in the chinese government to send plunder to,"{'rouge1': Score(precision=0.13333333333333333, recall=0.18181818181818182, fmeasure=0.15384615384615383), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.13333333333333333, recall=0.18181818181818182, fmeasure=0.15384615384615383)}"
143,"two exclusive rome clubs have invited prince victor emmanuel to resign following his arrest on suspicion of providing prostitutes and illegal slot machines to a casino , an italian newspaper reported on wednesday .",italy 's disgraced prince asked to resign from top clubs : reports, prince victor emmanuel has been banned from standing for the,"{'rouge1': Score(precision=0.18181818181818182, recall=0.2, fmeasure=0.1904761904761905), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.18181818181818182, recall=0.2, fmeasure=0.1904761904761905)}"
144,"the al-aqsa martyrs brigades said wednesday it had kidnapped an israeli settler , marking the third abduction of an israeli since sunday .",al-aqsa claims abduction of third israeli UNK UNK aqsa statement, am ucde hentai game isl asia,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
145,kuwaiti women join their menfolk for the first time thursday in voting to elect a parliament for the oil-rich gulf state after a fierce campaign focusing on electoral reform and corruption .,kuwaiti women take part in historic polls by omar hasan UNK picture, women are facing a slow death in democracy: sabir k,"{'rouge1': Score(precision=0.16666666666666666, recall=0.2, fmeasure=0.1818181818181818), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.2, fmeasure=0.1818181818181818)}"
146,"foreign ministers of the group of eight countries began talks here thursday expected to raise pressure on iran over its nuclear program , as moscow sought to prevent next month 's g# summit becoming a magnet for criticism of russia 's democratic credentials .",iran tops agenda at g# ministers meeting by nick coleman UNK UNK french minister on hamas arrests,"how to get a hold of pirro , help the citizens","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
147,"greece said thursday that it was monitoring the escalating hostilities between israelis and palestinians with `` particular concern , '' and feared it could worsen .",greece worried over escalation of mideast hostilities, charlotte gabriel has written that if the early,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
148,"european stock markets advanced strongly thursday on some bargain-hunting and gains by wall street and japanese shares ahead of an expected hike in us interest rates , dealers said .",european stocks bounce back UNK UNK with closing levels, where do we get a steel plant? >>> we profile the,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
149,the australian government friday warned building products company james hardie it had run out of excuses for not paying compensation to victims of its asbestos products following a special tax ruling .,no more excuses on asbestos payouts australia tells james hardie, after disgruntled workers at washington co had their emmissions rules,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
150,palestinian prime minister ismail haniya insisted friday that his hamas-led government was continuing efforts to secure the release of an israeli soldier captured by militants .,efforts still underway to secure soldier 's release : hamas pm, israeli prime minister is claimed palestinian president is,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
151,"the united states deported to bosnia on friday two bosnian serbs wanted by a local court on charges of genocide committed in the #### srebrenica massacre , an official said .",us deports to bosnia two serbs wanted for srebrenica genocide, two Bosnian Serbs detained for being wanted by tensions in,"{'rouge1': Score(precision=0.4, recall=0.4, fmeasure=0.4000000000000001), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.3, recall=0.3, fmeasure=0.3)}"
152,luca toni scored twice as italy beat ukraine #-# in the world cup quarter-finals here on friday to set up a mouth-watering last four clash against hosts germany .,terrific toni seals semi-final place for italy by stefano UNK UNK picture, outcome in the fifa world cup for aug 28 john run,"{'rouge1': Score(precision=0.07692307692307693, recall=0.09090909090909091, fmeasure=0.08333333333333334), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.07692307692307693, recall=0.09090909090909091, fmeasure=0.08333333333333334)}"
153,"north korea on saturday staged a state funeral for UNK minister kim kwang-jin , who died thursday at the age of ## , the second key military figure to die in less than a week .",n. korea holds state funeral for vice defense minister, south korea announced that the military incandescent mutli,"{'rouge1': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941)}"
154,"up to ###,### revellers packed sydney 's streets to celebrate the gay and lesbian mardi gras , breaking attendance records for the eye - popping annual street festival .",sydney 's gay and lesbian mardi gras draws record-breaking crowd UNK pictures, How many Y Englisch children in this country are actually,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
155,"zairean president mobutu sese seko will stay at his french riviera residence until at least the middle of the week because of an increase in diplomatic activity , a mobutu aide said on sunday .",zaire president mobutu to stay in france till mid-week," through torontos rain or firestorm, the countrys","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
156,"the rand was slightly weaker against the dollar in early trade here monday , opening at #.#### \/ ## to the greenback compared to its close friday of #.#### \/ ## .",rand slightly weaker against dollar in early trade, the July U.S. dollar index trade in New York,"{'rouge1': Score(precision=0.375, recall=0.3, fmeasure=0.33333333333333326), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.25, recall=0.2, fmeasure=0.22222222222222224)}"
157,"the head of al-azhar , the top sunni moslem authority , will visit germany next week to discuss the teaching of islam in europe , his spokesman said monday .",top moslem cleric to visit germany," heat is closely related to body conditioning, and which effects the","{'rouge1': Score(precision=0.16666666666666666, recall=0.09090909090909091, fmeasure=0.11764705882352942), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.16666666666666666, recall=0.09090909090909091, fmeasure=0.11764705882352942)}"
158,"all countries that signed the european union 's maastricht treaty have `` exactly the same right '' to join in monetary union at the outset , as long as they meet the convergence criteria , french president jacques chirac said on monday .",chirac says all maastricht signers have same right to emu, agreement of the economic union of europe and european,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
159,"a thai man believed to have been killed in a knife fight has caused a stir by returning to his home eight months after his own funeral , a thai daily reported tuesday .",thai man returns home eight months after his funeral," bharat Kumar Singh, 55, of Kanpur was","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
160,it 's official .,mandela presents new love to the world,"
people had caught on that painting didn't published in the","{'rouge1': Score(precision=0.14285714285714285, recall=0.09090909090909091, fmeasure=0.1111111111111111), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.09090909090909091, fmeasure=0.1111111111111111)}"
161,"croatia protested tuesday over an attack against a roman catholic church in sarajevo , which came just one month ahead of a scheduled visit by the pope , hina news agency said .",croatia protests over attack on catholic church in sarajevo, according to leader hina rumania called on iran,"{'rouge1': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.125, fmeasure=0.11764705882352941)}"
162,"senior magistrates in france have accused president jacques chirac and the government of ignoring their objections when making important judicial appointments , it was reported wednesday .",france : top magistrates say government ignoring their views," according to reports in france,. (jul 2012)","{'rouge1': Score(precision=0.125, recall=0.14285714285714285, fmeasure=0.13333333333333333), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.125, recall=0.14285714285714285, fmeasure=0.13333333333333333)}"
163,"the german government and red cross have decided to give ###,### dollars in humanitarian aid to victims of the earthquake which devastated UNK in northwest iran , the embassy here announced wednesday .","germany gives ###,### dollars in aid for iran quake victims", the german government and the red cross have decided to give,"{'rouge1': Score(precision=0.1111111111111111, recall=0.09090909090909091, fmeasure=0.09999999999999999), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.09090909090909091, fmeasure=0.09999999999999999)}"
164,imf chief michel camdessus wednesday told india to prepare for a second wave of economic reforms to catch up with asian tigers .,india should prepare for second wave of economic reforms : imf chief, the world's sixth largest economy continues stagnant growth in 2015 and,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
165,"canada 's government is investigating a decision by the us-owned wal - mart retail chain to pull UNK pyjamas from its canadian stores , international trade minister art eggleton said wednesday .",wal-mart being probed by canada for withdrawing cuban goods, british-swiss flag company brooks-sp,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
166,india 's congress -lrb- i -rrb- party thursday said it would block some of the government 's UNK tax cut plans .,india 's congress party threatens to sink budget tax plans, on sunday thursday india 's congress approved the,"{'rouge1': Score(precision=0.3, recall=0.375, fmeasure=0.33333333333333326), 'rouge2': Score(precision=0.2222222222222222, recall=0.2857142857142857, fmeasure=0.25), 'rougeL': Score(precision=0.3, recall=0.375, fmeasure=0.33333333333333326)}"
167,"about ### rwandan refugees who have flown in from civil war-torn eastern zaire were stuck thursday at nairobi 's wilson airport , where immigration officials refused to allow them on to kenyan territory .",refugees from zaire stuck at nairobi airport by annie thomas, venezuela is going to free the asylum seekers : #,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
168,the united states underscored thursday its support for international efforts to contain the insurrection in albania and pressed president sali berisha to find a compromise to end the unrest .,us backs osce on albania crisis by andre UNK," the united states and the u.n. expressed ""grave","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
169,"colonel theoneste bagosora , a suspected ringleader of the rwandan ethnic massacres of #### , pleaded not guilty friday to charges of genocide and crimes against humanity at the un war crimes court .",UNK key rwandan suspect pleads not guilty to genocide charges," pacific nights sanctuary , a camp for muslims and","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
170,"the us economy created ###,### jobs in february when the unemployment rate dropped from #.# percent to #.# percent , the government reported friday .","UNK us economy creates ###,### jobs in UNK", ortliec couli andcndy fuan,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
171,"six us tourists and their costa rican pilot cheated death friday when their twin-engine plane crashed into a wooded hillside outside costa rica 's capital , red cross officials said .",all six us tourists and pilot survive costa rica crash," rc crs crews lost one person, three are missing ,","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
172,"zairean rebels , led by laurent-desire kabila , on saturday rejected calls by the united nations for a ceasefire , saying it could only be called after talks with kinshasa .",zairean rebels reject un call for ceasefire," indefinite ceasefire peace process broke down over opposition demands.
today","{'rouge1': Score(precision=0.14285714285714285, recall=0.1, fmeasure=0.11764705882352941), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.14285714285714285, recall=0.1, fmeasure=0.11764705882352941)}"
173,south korean union leaders on sunday threatened renewed strikes against new labor rules drafted by parliament to replace a controversial bill which sparked industrial unrest last december .,skorean unions threaten new strikes against revised labor law by c. w. lim, south korean unions have faced more widespread strikes and more organizing,"{'rouge1': Score(precision=0.15384615384615385, recall=0.18181818181818182, fmeasure=0.16666666666666669), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.15384615384615385, recall=0.18181818181818182, fmeasure=0.16666666666666669)}"
174,egyptian president hosni mubarak said sunday said he would ask us president bill clinton to `` use his influence '' to halt a controversial planned jewish settlement in east jerusalem .,mubarak to ask clinton for help in halting jerusalem housing plan, egyptian president was quoted saying qureid settlement demands,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
175,"the stability of hong kong 's stockmarket will continue after july #st , when the territory is handed by to china , central monetary authority president joseph yam said here monday .",hongkong bourse seen stable after july #," higher than previously forecasted, five years ago , june","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
176,the deputy president of a us study group on foreign UNK said here monday normalisation of relations between pakistan and india would give a boost to foreign investment in the region .,us think tank leader urges normalisation between pakistan india, pakistani investment in india will be boosted by ind,"{'rouge1': Score(precision=0.1111111111111111, recall=0.1111111111111111, fmeasure=0.1111111111111111), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.1111111111111111, recall=0.1111111111111111, fmeasure=0.1111111111111111)}"
177,"diana , princess of wales , on monday visited a homeless emergency cold weather shelter in a notorious red light district in central london - but found her motives questioned by those whose cause she hoped to highlight .",diana 's motives questioned in visit to red light district homeless hostel, madison has been back home this week then late last apr,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
178,"the rand firmed further against the dollar in early trade here tuesday , opening at #.#### \/ ## to the greenback against #.#### \/ ## at close on monday .",rand firms against dollar, fallout from the developing US mid-term elections continues....0,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
179,"the un chief of eastern slavonia , the last serb-held part of croatia , confirmed tuesday that key elections would be held here on april ## as part of local ballots throughout croatia .",un confirms elections to be on UNK ## in eastern slavonia,"
I tuesday i spoke at the original location of the","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
180,the arab group in the united nations on tuesday dismissed israel 's warning that a palestinian bid to apply international pressure against israel could freeze the peace process .,arab group condemns israeli ministers remarks on peace process, a boycott against the square of israelat the 22nd,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
181,"sesame street has extended to shanghai through a joint production of a chinese version , sponsored by us power company general electric -lrb- ge -rrb- , of the us made children 's television program .",sesame street extends to shanghai," strong3 wave cover comes in sturdy gross orange red pink ,","{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
182,"unrest in albania inched closer to the capital tirana on wednesday , as president sali berisha was trying to defuse tension by forming a new government headed by an opposition socialist .",albania 's unrest inches closer to UNK by UNK UNK, last year's violent home-invasion carried out by violent,"{'rouge1': Score(precision=0.2, recall=0.2, fmeasure=0.20000000000000004), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.2, recall=0.2, fmeasure=0.20000000000000004)}"
183,the un general assembly appeared poised to adopt a resolution denouncing israel 's plans to build housing for thousands of jewish settlers in east jerusalem .,israel has few allies in un debate over east jerusalem expansion by rene UNK, this is a significant public relations undertaking for september 10,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
184,"the cambodian military is growing impatient with delays in peace negotiations being used by khmer rouge military commander ta mok , who is acting like colonel kurtz from the film `` apocalypse now , '' a senior defense ministry official said thursday .",khmer rouge supremo likened to UNK now colonel, killer bae's last victim was top military commander who,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
185,"thai share prices dropped #.# percent in thin trading thursday amid profit-taking by local traders , analysts said .",thai share prices drop #.# percent, there is not a moment now when you will be able to,"{'rouge1': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rouge2': Score(precision=0.0, recall=0.0, fmeasure=0.0), 'rougeL': Score(precision=0.0, recall=0.0, fmeasure=0.0)}"
